,X1,X,long,lat,group,order,region,subregion,State,GeoRegion
14500,14500,14500,-122.9968414,47.3778801,60,14559,washington,NA,WA,Pacific
14501,14501,14501,-123.0484161,47.3778801,60,14560,washington,NA,WA,Pacific
14502,14502,14502,-123.0598755,47.4007988,60,14561,washington,NA,WA,Pacific
14503,14503,14503,-123.0083084,47.46955109,60,14562,washington,NA,WA,Pacific
14504,14504,14504,-122.9968414,47.48674393,60,14563,washington,NA,WA,Pacific
14505,14505,14505,-122.9682007,47.51538849,60,14564,washington,NA,WA,Pacific
14506,14506,14506,-122.9395523,47.54977036,60,14565,washington,NA,WA,Pacific
14507,14507,14507,-122.8708038,47.59560394,60,14566,washington,NA,WA,Pacific
14508,14508,14508,-122.8192291,47.63571167,60,14567,washington,NA,WA,Pacific
14509,14509,14509,-122.7218323,47.65863037,60,14568,washington,NA,WA,Pacific
14510,14510,14510,-122.6702652,47.75030518,60,14569,washington,NA,WA,Pacific
14511,14511,14511,-122.6186981,47.79614258,60,14570,washington,NA,WA,Pacific
14512,14512,14512,-122.5843124,47.83624649,60,14571,washington,NA,WA,Pacific
14513,14513,14513,-122.5327606,47.81905746,60,14572,washington,NA,WA,Pacific
14514,14514,14514,-122.5327606,47.85916519,60,14573,washington,NA,WA,Pacific
14515,14515,14515,-122.5728683,47.90499878,60,14574,washington,NA,WA,Pacific
14516,14516,14516,-122.5728683,47.93938065,60,14575,washington,NA,WA,Pacific
14517,14517,14517,-122.5270233,47.91073227,60,14576,washington,NA,WA,Pacific
14518,14518,14518,-122.4811935,47.88781357,60,14577,washington,NA,WA,Pacific
14519,14519,14519,-122.4525452,47.83051682,60,14578,washington,NA,WA,Pacific
14520,14520,14520,-122.4639969,47.80186844,60,14579,washington,NA,WA,Pacific
14521,14521,14521,-122.4296265,47.75030518,60,14580,washington,NA,WA,Pacific
14522,14522,14522,-122.4697342,47.73311615,60,14581,washington,NA,WA,Pacific
14523,14523,14523,-122.5041046,47.75603485,60,14582,washington,NA,WA,Pacific
14524,14524,14524,-122.5270233,47.71592331,60,14583,washington,NA,WA,Pacific
14525,14525,14525,-122.549942,47.70446777,60,14584,washington,NA,WA,Pacific
14526,14526,14526,-122.5957794,47.73884201,60,14585,washington,NA,WA,Pacific
14527,14527,14527,-122.6186981,47.72165298,60,14586,washington,NA,WA,Pacific
14528,14528,14528,-122.5957794,47.69873428,60,14587,washington,NA,WA,Pacific
14529,14529,14529,-122.5785904,47.64717102,60,14588,washington,NA,WA,Pacific
14530,14530,14530,-122.561409,47.61852264,60,14589,washington,NA,WA,Pacific
14531,14531,14531,-122.561409,47.58414459,60,14590,washington,NA,WA,Pacific
14532,14532,14532,-122.5900497,47.57841492,60,14591,washington,NA,WA,Pacific
14533,14533,14533,-122.6186981,47.61279297,60,14592,washington,NA,WA,Pacific
14534,14534,14534,-122.6530838,47.61852264,60,14593,washington,NA,WA,Pacific
14535,14535,14535,-122.6473465,47.57841492,60,14594,washington,NA,WA,Pacific
14536,14536,14536,-122.6244202,47.56122589,60,14595,washington,NA,WA,Pacific
14537,14537,14537,-122.6530838,47.54403687,60,14596,washington,NA,WA,Pacific
14538,14538,14538,-122.6473465,47.52685165,60,14597,washington,NA,WA,Pacific
14539,14539,14539,-122.5957794,47.52685165,60,14598,washington,NA,WA,Pacific
14540,14540,14540,-122.549942,47.54403687,60,14599,washington,NA,WA,Pacific
14541,14541,14541,-122.515564,47.56122589,60,14600,washington,NA,WA,Pacific
14542,14542,14542,-122.4811935,47.52685165,60,14601,washington,NA,WA,Pacific
14543,14543,14543,-122.4639969,47.49819946,60,14602,washington,NA,WA,Pacific
14544,14544,14544,-122.4811935,47.4466362,60,14603,washington,NA,WA,Pacific
14545,14545,14545,-122.4983749,47.41798782,60,14604,washington,NA,WA,Pacific
14546,14546,14546,-122.5041046,47.39506912,60,14605,washington,NA,WA,Pacific
14547,14547,14547,-122.515564,47.38933945,60,14606,washington,NA,WA,Pacific
14548,14548,14548,-122.5270233,47.34350586,60,14607,washington,NA,WA,Pacific
14549,14549,14549,-122.549942,47.32631302,60,14608,washington,NA,WA,Pacific
14550,14550,14550,-122.5327606,47.28620529,60,14609,washington,NA,WA,Pacific
14551,14551,14551,-122.5270233,47.25756073,60,14610,washington,NA,WA,Pacific
14552,14552,14552,-122.5384827,47.25756073,60,14611,washington,NA,WA,Pacific
14553,14553,14553,-122.5785904,47.27474976,60,14612,washington,NA,WA,Pacific
14554,14554,14554,-122.6301575,47.28620529,60,14613,washington,NA,WA,Pacific
14555,14555,14555,-122.6244202,47.32631302,60,14614,washington,NA,WA,Pacific
14556,14556,14556,-122.5900497,47.36069107,60,14615,washington,NA,WA,Pacific
14557,14557,14557,-122.5900497,47.38360977,60,14616,washington,NA,WA,Pacific
14558,14558,14558,-122.6588058,47.34923172,60,14617,washington,NA,WA,Pacific
14559,14559,14559,-122.7103729,47.30339813,60,14618,washington,NA,WA,Pacific
14560,14560,14560,-122.716095,47.27474976,60,14619,washington,NA,WA,Pacific
14561,14561,14561,-122.6874542,47.23464203,60,14620,washington,NA,WA,Pacific
14562,14562,14562,-122.7046356,47.21172333,60,14621,washington,NA,WA,Pacific
14563,14563,14563,-122.716095,47.1716156,60,14622,washington,NA,WA,Pacific
14564,14564,14564,-122.7504807,47.17734528,60,14623,washington,NA,WA,Pacific
14565,14565,14565,-122.767662,47.22891235,60,14624,washington,NA,WA,Pacific
14566,14566,14566,-122.76194,47.28047943,60,14625,washington,NA,WA,Pacific
14567,14567,14567,-122.7504807,47.32058716,60,14626,washington,NA,WA,Pacific
14568,14568,14568,-122.7504807,47.33777237,60,14627,washington,NA,WA,Pacific
14569,14569,14569,-122.7562027,47.37215042,60,14628,washington,NA,WA,Pacific
14570,14570,14570,-122.779129,47.3778801,60,14629,washington,NA,WA,Pacific
14571,14571,14571,-122.7905884,47.34350586,60,14630,washington,NA,WA,Pacific
14572,14572,14572,-122.8020477,47.30912399,60,14631,washington,NA,WA,Pacific
14573,14573,14573,-122.8192291,47.30912399,60,14632,washington,NA,WA,Pacific
14574,14574,14574,-122.8822632,47.28047943,60,14633,washington,NA,WA,Pacific
14575,14575,14575,-122.8994446,47.22891235,60,14634,washington,NA,WA,Pacific
14576,14576,14576,-122.9109039,47.21172333,60,14635,washington,NA,WA,Pacific
14577,14577,14577,-122.9968414,47.20599365,60,14636,washington,NA,WA,Pacific
14578,14578,14578,-122.97966,47.23464203,60,14637,washington,NA,WA,Pacific
14579,14579,14579,-123.0197678,47.23464203,60,14638,washington,NA,WA,Pacific
14580,14580,14580,-123.0426865,47.18307495,60,14639,washington,NA,WA,Pacific
14581,14581,14581,-122.9395523,47.18307495,60,14640,washington,NA,WA,Pacific
14582,14582,14582,-122.9567413,47.16588593,60,14641,washington,NA,WA,Pacific
14583,14583,14583,-123.0083084,47.13150787,60,14642,washington,NA,WA,Pacific
14584,14584,14584,-123.0083084,47.09713364,60,14643,washington,NA,WA,Pacific
14585,14585,14585,-122.9624786,47.13150787,60,14644,washington,NA,WA,Pacific
14586,14586,14586,-122.9223709,47.15442657,60,14645,washington,NA,WA,Pacific
14587,14587,14587,-122.8879852,47.1486969,60,14646,washington,NA,WA,Pacific
14588,14588,14588,-122.928093,47.10858917,60,14647,washington,NA,WA,Pacific
14589,14589,14589,-122.9567413,47.07421494,60,14648,washington,NA,WA,Pacific
14590,14590,14590,-122.9223709,47.07421494,60,14649,washington,NA,WA,Pacific
14591,14591,14591,-122.8994446,47.09713364,60,14650,washington,NA,WA,Pacific
14592,14592,14592,-122.8879852,47.09713364,60,14651,washington,NA,WA,Pacific
14593,14593,14593,-122.8765259,47.02837753,60,14652,washington,NA,WA,Pacific
14594,14594,14594,-122.8421555,47.02837753,60,14653,washington,NA,WA,Pacific
14595,14595,14595,-122.8478775,47.09713364,60,14654,washington,NA,WA,Pacific
14596,14596,14596,-122.8478775,47.1257782,60,14655,washington,NA,WA,Pacific
14597,14597,14597,-122.8077698,47.1257782,60,14656,washington,NA,WA,Pacific
14598,14598,14598,-122.779129,47.1028595,60,14657,washington,NA,WA,Pacific
14599,14599,14599,-122.779129,47.1486969,60,14658,washington,NA,WA,Pacific
14600,14600,14600,-122.7447433,47.14296722,60,14659,washington,NA,WA,Pacific
14601,14601,14601,-122.7275543,47.12004852,60,14660,washington,NA,WA,Pacific
14602,14602,14602,-122.716095,47.09713364,60,14661,washington,NA,WA,Pacific
14603,14603,14603,-122.6702652,47.09140015,60,14662,washington,NA,WA,Pacific
14604,14604,14604,-122.6358795,47.09140015,60,14663,washington,NA,WA,Pacific
14605,14605,14605,-122.5900497,47.1486969,60,14664,washington,NA,WA,Pacific
14606,14606,14606,-122.549942,47.18307495,60,14665,washington,NA,WA,Pacific
14607,14607,14607,-122.5213013,47.23464203,60,14666,washington,NA,WA,Pacific
14608,14608,14608,-122.4869156,47.26328659,60,14667,washington,NA,WA,Pacific
14609,14609,14609,-122.4869156,47.30339813,60,14668,washington,NA,WA,Pacific
14610,14610,14610,-122.4639969,47.29193497,60,14669,washington,NA,WA,Pacific
14611,14611,14611,-122.4181671,47.25756073,60,14670,washington,NA,WA,Pacific
14612,14612,14612,-122.3665924,47.24609756,60,14671,washington,NA,WA,Pacific
14613,14613,14613,-122.3780594,47.28047943,60,14672,washington,NA,WA,Pacific
14614,14614,14614,-122.3895187,47.30912399,60,14673,washington,NA,WA,Pacific
14615,14615,14615,-122.3207626,47.34350586,60,14674,washington,NA,WA,Pacific
14616,14616,14616,-122.2806549,47.36069107,60,14675,washington,NA,WA,Pacific
14617,14617,14617,-122.303566,47.4007988,60,14676,washington,NA,WA,Pacific
14618,14618,14618,-122.303566,47.43517685,60,14677,washington,NA,WA,Pacific
14619,14619,14619,-122.3322144,47.47528076,60,14678,washington,NA,WA,Pacific
14620,14620,14620,-122.3608704,47.53830719,60,14679,washington,NA,WA,Pacific
14621,14621,14621,-122.3665924,47.57841492,60,14680,washington,NA,WA,Pacific
14622,14622,14622,-122.3093033,47.58414459,60,14681,washington,NA,WA,Pacific
14623,14623,14623,-122.303566,47.60706329,60,14682,washington,NA,WA,Pacific
14624,14624,14624,-122.3436737,47.62998199,60,14683,washington,NA,WA,Pacific
14625,14625,14625,-122.3780594,47.65863037,60,14684,washington,NA,WA,Pacific
14626,14626,14626,-122.3436737,47.67581558,60,14685,washington,NA,WA,Pacific
14627,14627,14627,-122.3436737,47.72165298,60,14686,washington,NA,WA,Pacific
14628,14628,14628,-122.3379517,47.76176071,60,14687,washington,NA,WA,Pacific
14629,14629,14629,-122.3551331,47.80186844,60,14688,washington,NA,WA,Pacific
14630,14630,14630,-122.3093033,47.84770584,60,14689,washington,NA,WA,Pacific
14631,14631,14631,-122.2749176,47.90499878,60,14690,washington,NA,WA,Pacific
14632,14632,14632,-122.2577362,47.95656967,60,14691,washington,NA,WA,Pacific
14633,14633,14633,-122.1889801,47.98521423,60,14692,washington,NA,WA,Pacific
14634,14634,14634,-122.1889801,48.00813293,60,14693,washington,NA,WA,Pacific
14635,14635,14635,-122.1660614,48.03105164,60,14694,washington,NA,WA,Pacific
14636,14636,14636,-122.2348175,48.03105164,60,14695,washington,NA,WA,Pacific
14637,14637,14637,-122.3093033,48.08834457,60,14696,washington,NA,WA,Pacific
14638,14638,14638,-122.3207626,48.16856003,60,14697,washington,NA,WA,Pacific
14639,14639,14639,-122.3436737,48.22012711,60,14698,washington,NA,WA,Pacific
14640,14640,14640,-122.3379517,48.26023483,60,14699,washington,NA,WA,Pacific
14641,14641,14641,-122.3379517,48.28888321,60,14700,washington,NA,WA,Pacific
14642,14642,14642,-122.3608704,48.30607224,60,14701,washington,NA,WA,Pacific
14643,14643,14643,-122.4181671,48.32899094,60,14702,washington,NA,WA,Pacific
14644,14644,14644,-122.4468079,48.3576355,60,14703,washington,NA,WA,Pacific
14645,14645,14645,-122.5041046,48.37482452,60,14704,washington,NA,WA,Pacific
14646,14646,14646,-122.515564,48.42066193,60,14705,washington,NA,WA,Pacific
14647,14647,14647,-122.567131,48.4034729,60,14706,washington,NA,WA,Pacific
14648,14648,14648,-122.6129761,48.41493607,60,14707,washington,NA,WA,Pacific
14649,14649,14649,-122.6015167,48.43785095,60,14708,washington,NA,WA,Pacific
14650,14650,14650,-122.6416168,48.47795868,60,14709,washington,NA,WA,Pacific
14651,14651,14651,-122.6015167,48.50087738,60,14710,washington,NA,WA,Pacific
14652,14652,14652,-122.549942,48.48941803,60,14711,washington,NA,WA,Pacific
14653,14653,14653,-122.5384827,48.45504379,60,14712,washington,NA,WA,Pacific
14654,14654,14654,-122.5041046,48.46649933,60,14713,washington,NA,WA,Pacific
14655,14655,14655,-122.4582672,48.44358063,60,14714,washington,NA,WA,Pacific
14656,14656,14656,-122.4410858,48.44358063,60,14715,washington,NA,WA,Pacific
14657,14657,14657,-122.4410858,48.50660706,60,14716,washington,NA,WA,Pacific
14658,14658,14658,-122.4468079,48.54671478,60,14717,washington,NA,WA,Pacific
14659,14659,14659,-122.4067001,48.56389999,60,14718,washington,NA,WA,Pacific
14660,14660,14660,-122.4009781,48.59255219,60,14719,washington,NA,WA,Pacific
14661,14661,14661,-122.4238892,48.62119675,60,14720,washington,NA,WA,Pacific
14662,14662,14662,-122.4468079,48.63838959,60,14721,washington,NA,WA,Pacific
14663,14663,14663,-122.4468079,48.66703415,60,14722,washington,NA,WA,Pacific
14664,14664,14664,-122.4410858,48.68995285,60,14723,washington,NA,WA,Pacific
14665,14665,14665,-122.4811935,48.70714188,60,14724,washington,NA,WA,Pacific
14666,14666,14666,-122.4410858,48.7243309,60,14725,washington,NA,WA,Pacific
14667,14667,14667,-122.4525452,48.7472496,60,14726,washington,NA,WA,Pacific
14668,14668,14668,-122.5041046,48.7701683,60,14727,washington,NA,WA,Pacific
14669,14669,14669,-122.549942,48.76443863,60,14728,washington,NA,WA,Pacific
14670,14670,14670,-122.5900497,48.71860123,60,14729,washington,NA,WA,Pacific
14671,14671,14671,-122.6186981,48.7243309,60,14730,washington,NA,WA,Pacific
14672,14672,14672,-122.6129761,48.76443863,60,14731,washington,NA,WA,Pacific
14673,14673,14673,-122.6702652,48.78162766,60,14732,washington,NA,WA,Pacific
14674,14674,14674,-122.6702652,48.83892441,60,14733,washington,NA,WA,Pacific
14675,14675,14675,-122.7046356,48.86184311,60,14734,washington,NA,WA,Pacific
14676,14676,14676,-122.7447433,48.87902832,60,14735,washington,NA,WA,Pacific
14677,14677,14677,-122.7447433,48.90194702,60,14736,washington,NA,WA,Pacific
14678,14678,14678,-122.7046356,48.91340637,60,14737,washington,NA,WA,Pacific
14679,14679,14679,-122.7103729,48.93632507,60,14738,washington,NA,WA,Pacific
14680,14680,14680,-122.76194,48.94205475,60,14739,washington,NA,WA,Pacific
14681,14681,14681,-122.76194,48.95924377,60,14740,washington,NA,WA,Pacific
14682,14682,14682,-122.7447433,48.97070313,60,14741,washington,NA,WA,Pacific
14683,14683,14683,-122.7046356,48.95924377,60,14742,washington,NA,WA,Pacific
14684,14684,14684,-122.7103729,48.98789215,60,14743,washington,NA,WA,Pacific
14685,14685,14685,-122.091568,48.99361801,60,14744,washington,NA,WA,Pacific
14686,14686,14686,-121.4212189,48.9993515,60,14745,washington,NA,WA,Pacific
14687,14687,14687,-120.853981,48.9993515,60,14746,washington,NA,WA,Pacific
14688,14688,14688,-120.1377945,48.9993515,60,14747,washington,NA,WA,Pacific
14689,14689,14689,-119.3356476,48.9993515,60,14748,washington,NA,WA,Pacific
14690,14690,14690,-118.8429031,49.00508118,60,14749,washington,NA,WA,Pacific
14691,14691,14691,-118.2069321,48.99361801,60,14750,washington,NA,WA,Pacific
14692,14692,14692,-117.4276962,49.00508118,60,14751,washington,NA,WA,Pacific
14693,14693,14693,-117.0208969,48.99361801,60,14752,washington,NA,WA,Pacific
14694,14694,14694,-117.0266342,48.83892441,60,14753,washington,NA,WA,Pacific
14695,14695,14695,-117.0323563,48.04824066,60,14754,washington,NA,WA,Pacific
14696,14696,14696,-117.0323563,47.96802521,60,14755,washington,NA,WA,Pacific
14697,14697,14697,-117.0323563,47.36069107,60,14756,washington,NA,WA,Pacific
14698,14698,14698,-117.0323563,47.25183105,60,14757,washington,NA,WA,Pacific
14699,14699,14699,-117.0323563,47.13150787,60,14758,washington,NA,WA,Pacific
14700,14700,14700,-117.0266342,46.53563309,60,14759,washington,NA,WA,Pacific
14701,14701,14701,-117.0266342,46.42676926,60,14760,washington,NA,WA,Pacific
14702,14702,14702,-117.0323563,46.38666153,60,14761,washington,NA,WA,Pacific
14703,14703,14703,-117.0323563,46.34082413,60,14762,washington,NA,WA,Pacific
14704,14704,14704,-116.9636002,46.27780151,60,14763,washington,NA,WA,Pacific
14705,14705,14705,-116.9578781,46.20904541,60,14764,washington,NA,WA,Pacific
14706,14706,14706,-116.9234924,46.1689415,60,14765,washington,NA,WA,Pacific
14707,14707,14707,-116.9521408,46.06580734,60,14766,washington,NA,WA,Pacific
14708,14708,14708,-116.9292297,45.99705124,60,14767,washington,NA,WA,Pacific
